"LOC_ID","Month","Total_Birds","Avg_HRS_Effort","Avg_Housing_Density"
"L5082129",12,225,1.001,2
"L5082144",11,10,0.801,3
"L5082202",12,143,1.001,2
"L5082202",11,133,3.47158823529412,2
"L5082209",1,8,0.001,3
"L5082209",2,2,0.001,3
"L5082209",11,25,0.572428571428571,3
"L5082233",11,361,0.948826086956522,2
"L5082233",12,551,0.853040816326531,2
"L5082233",3,642,0.94858064516129,2
"L5082233",1,562,0.907666666666667,2
"L5082233",4,276,0.901826446280992,2
"L5082233",2,523,0.94053488372093,2
"L5082254",3,83,1.001,3
"L5082254",12,90,0.924076923076923,3
"L5082254",11,124,0.49036170212766,3
"L5082254",1,124,1.001,3
"L5082254",2,31,1.001,3
"L5082346",2,62,1.001,3
"L5082346",12,28,1.001,3
"L5082346",11,58,1.001,3
"L5082379",11,62,2.651,3
"L5082401",1,584,0.917666666666667,3
"L5082401",2,523,1.17609727626459,3
"L5082401",4,254,1.38875510204082,3
"L5082401",3,590,1.18911881188119,3
"L5082401",11,271,0.830457364341085,3
"L5082401",12,488,0.746762711864407,3
"L5082429",11,33,1.001,3
"L5082429",12,109,1.80587804878049,3
"L5082429",2,113,1.001,3
"L5082429",4,22,1.001,3
"L5082429",1,125,2.57994736842105,3
"L5082440",12,198,0.635146341463415,1
"L5082440",2,21,1.001,1
"L5082440",11,62,0.731769230769231,1
"L5082495",2,25,1.001,4
"L5082495",3,44,1.001,4
"L5082495",12,27,1.001,4
"L5082495",1,43,0.889888888888889,4
"L5082495",11,9,1.001,4
"L5082495",4,13,1.001,4
"L5082509",12,1056,3.05363157894737,2
"L5082509",2,1062,3.63433333333333,2
"L5082509",1,1141,3.07282320441989,2
"L5082509",3,1414,4.17986178861789,2
"L5082509",11,587,3.71286440677966,2
"L5082509",4,551,4.001,2
"L5082594",12,405,1.601,4
"L5082594",3,202,1.001,4
"L5082594",1,303,1.96766666666667,4
"L5082594",11,224,NA,4
"L5082594",2,237,1.82358064516129,4
"L5082594",4,37,1.001,4
"L5082601",12,83,1.001,2
"L5082601",11,52,1.001,2
"L5082601",1,10,1.001,2
"L5082616",1,515,2.31134482758621,3
"L5082616",12,312,1.57715894039735,3
"L5082616",4,149,1.751,3
"L5082616",2,684,2.25018032786885,3
"L5082616",3,440,2.52731578947368,3
"L5082616",11,424,2.59378350515464,3
"L5082667",1,468,1.351,3
"L5082667",11,132,2.43281818181818,3
"L5082667",12,211,1.001,3
"L5082667",3,346,0.78443949044586,3
"L5082667",2,405,NA,3
"L5082667",4,94,NA,3
"L5082753",12,102,0.388096774193548,3
"L5082753",11,51,0.334333333333333,3
"L5082753",1,51,0.001,3
"L5082753",3,32,0.001,3
"L5082753",2,35,0.236294117647059,3
"L5082761",11,164,4.001,3
"L5082761",12,120,4.001,3
"L5082779",3,84,0.401,3
"L5082779",1,93,0.001,3
"L5082779",2,33,0.201,3
"L5082779",4,49,1.001,3
"L5082779",12,66,0.173413793103448,3
"L5082779",11,43,0.137363636363636,3
"L5082796",1,130,0.001,2
"L5082796",11,322,0.47987323943662,2
"L5082796",12,208,0.326,2
"L5082812",1,1566,0.96794214876033,3
"L5082812",12,1344,1.001,3
"L5082812",3,1766,1.001,3
"L5082812",2,1375,1.001,3
"L5082812",11,1022,1.001,3
"L5082812",4,768,1.001,3
"L5082829",11,34,1.001,3
"L5082829",12,83,1.001,3
"L5082829",3,53,1.001,3
"L5082829",2,83,1.001,3
"L5082829",1,240,1.4885,3
"L5082850",11,2,0.001,1
"L5082875",11,38,1.001,3
"L5083288",12,63,1.001,2
"L5083354",2,72,3.51712903225806,1
"L5083354",12,157,4.36685365853659,1
"L5083354",1,152,1.001,1
"L5083354",11,191,4.501,1
"L5083354",4,27,4.001,1
"L5083354",3,76,1.751,1
"L5083366",1,11,0.001,2
"L5083366",11,39,0.001,2
"L5083366",12,23,1.001,2
"L5083408",2,911,3.47719047619048,2
"L5083408",4,293,4.73016666666667,2
"L5083408",1,972,2.80328136882129,2
"L5083408",12,475,1.8556511627907,2
"L5083408",11,318,1.9595798816568,2
"L5083408",3,950,4.04511764705882,2
"L5083454",1,193,2.83970967741935,2
"L5083454",12,224,3.02697402597403,2
"L5083454",11,120,1.97926086956522,2
"L5083454",2,261,3.29511764705882,2
"L5083454",4,143,6.72827272727273,2
"L5083454",3,198,3.74766666666667,2
"L5083468",3,113,1.001,2
"L5083468",11,52,1.001,2
"L5083468",2,150,1.001,2
"L5083468",1,150,1.001,2
"L5083468",12,162,1.001,2
"L5083468",4,20,1.001,2
"L5083761",4,273,1.001,1
"L5083761",12,682,3.05897101449275,1
"L5083761",11,130,2.22827272727273,1
"L5083761",2,247,0.758575757575757,1
"L5083761",1,590,1.43237254901961,1
"L5083761",3,4912,4.126,1
"L5083798",1,32,1.001,2
"L5083798",11,23,4.001,2
"L5083798",12,21,4.001,2
"L5083798",2,70,1.001,2
"L5083815",2,75,1.001,3
"L5083815",1,67,1.001,3
"L5083815",11,90,1.001,3
"L5083815",12,63,1.001,3
"L5083815",4,14,4.001,3
"L5083815",3,94,1.001,3
"L5083835",12,510,3.65317391304348,1
"L5083835",1,611,4.05363157894737,1
"L5083835",2,39,4.001,1
"L5083835",11,898,4.4400243902439,1
"L5083835",3,119,4.001,1
"L5083838",12,469,0.948058823529412,1
"L5083838",11,366,0.847715328467153,1
"L5083838",2,370,0.786714285714286,1
"L5083838",4,276,0.900082568807339,1
"L5083838",1,794,0.841637450199203,1
"L5083838",3,653,0.84649356223176,1
"L5083857",11,162,1.001,2
"L5083857",12,172,1.001,2
"L5083863",11,102,1.001,2
"L5083863",1,160,1.001,2
"L5083863",12,73,1.001,2
"L5083863",4,30,1.001,2
"L5083863",3,136,1.001,2
"L5083863",2,118,1.001,2
"L5083877",11,140,1.001,3
"L5083915",11,38,0.643857142857143,3
"L5083920",4,31,1.001,3
"L5083920",12,362,1.85530463576159,3
"L5083920",3,219,1.001,3
"L5083920",1,407,2.25942696629214,3
"L5083920",2,212,1.001,3
"L5083920",11,214,1.001,3
"L5083960",1,52,1.001,3
"L5083960",3,180,1.001,3
"L5083960",11,75,2.28671428571429,3
"L5083960",12,44,1.001,3
"L5083960",4,52,1.001,3
"L5083960",2,33,1.001,3
"L5084011",1,120,0.848826086956522,1
"L5084011",12,151,1.001,1
"L5084011",11,145,2.3135,1
"L5084011",2,108,1.001,1
"L5084018",3,118,1.001,4
"L5084018",1,133,1.001,4
"L5084018",4,41,1.001,4
"L5084018",11,92,1.001,4
"L5084018",2,184,1.001,4
"L5084018",12,117,1.001,4
"L5084022",2,583,4.001,2
"L5084022",12,1130,2.21108403361345,2
"L5084022",11,466,5.35394117647059,2
"L5084022",1,1251,4.001,2
"L5084091",4,69,3.05982352941176,2
"L5084091",11,256,2.23629411764706,2
"L5084091",1,508,2.84715384615385,2
"L5084091",2,525,2.6561724137931,2
"L5084091",3,403,1.376,2
"L5084091",12,403,2.85031506849315,2
"L5084118",11,25,1.001,2
"L5084118",12,97,0.607060606060606,2
"L5084118",4,43,1.001,2
"L5084118",2,70,0.742935483870968,2
"L5084118",1,113,0.658142857142857,2
"L5084118",3,86,1.001,2
"L5084134",1,150,0.477190476190476,2
"L5084134",12,54,0.001,2
"L5084253",11,22,1.001,1
"L5084253",2,25,1.001,1
"L5084253",1,32,1.001,1
"L5084327",11,105,3.21839130434783,2
"L5084362",12,36,1.001,3
"L5084362",1,53,4.001,3
"L5084362",11,22,1.001,3
"L5084386",11,80,0.459333333333333,1
"L5084386",12,31,1.001,1
"L5084438",3,757,1.54645454545455,2
"L5084438",2,395,1.49190909090909,2
"L5084438",11,287,1.001,2
"L5084438",4,223,1.001,2
"L5084438",1,770,1.001,2
"L5084438",12,514,1.81495348837209,2
"L5084515",4,214,0.468213114754098,2
"L5084515",3,402,0.367492146596859,2
"L5084515",2,231,0.393857142857143,2
"L5084515",11,402,0.776757575757576,2
"L5084515",12,346,0.463686567164179,2
"L5084515",1,129,0.161714285714286,2
"L5084598",1,878,1.1346032388664,4
"L5084598",11,434,1.25681395348837,4
"L5084598",12,913,1.16766666666667,4
"L5084598",3,760,1.30712244897959,4
"L5084598",2,764,1.39910426540284,4
"L5084598",4,428,1.001,4
"L5084629",1,154,NA,1
"L5084629",11,143,1.001,1
"L5084629",2,143,1.001,1
"L5084629",12,110,1.001,1
"L5084629",3,275,0.877190476190476,1
"L5084648",12,475,1.001,3.33333333333333
"L5084648",11,408,1.51451351351351,3.33333333333333
"L5084648",3,366,0.973477064220183,3.33333333333333
"L5084648",1,638,1.21954304635762,3.33333333333333
"L5084648",2,449,1.001,3.33333333333333
"L5084648",4,116,1.001,3.33333333333333
"L5084651",3,69,1.001,3
"L5084651",12,80,1.001,3
"L5084651",2,80,1.001,3
"L5084667",12,6,0.501,3
"L5084667",11,7,1.001,3
"L5084685",1,1034,3.50933333333333,2
"L5084685",4,576,8.001,2
"L5084685",11,1001,3.21411475409836,2
"L5084685",12,1244,3.06222448979592,2
"L5084685",2,602,2.921,2
"L5084685",3,419,4.001,2
"L5084756",2,70,4.001,3
"L5084756",1,84,4.001,3
"L5084756",3,70,2.17173170731707,3
"L5084756",4,13,4.001,3
"L5084756",12,73,1.79511764705882,3
"L5084756",11,45,0.601,3
"L5084846",2,85,1.001,2.75
"L5084846",11,38,1.001,2.75
"L5084846",1,50,1.001,2.75
"L5084846",12,20,1.001,2.75
"L5084846",3,108,1.001,2.75
"L5084877",11,209,1.001,4
"L5084877",4,66,0.559139534883721,4
"L5084877",3,303,0.548945205479452,4
"L5084877",12,174,0.657716417910448,4
"L5084877",1,406,0.689,4
"L5084877",2,253,0.610523809523809,4
"L5084900",4,331,1.001,3
"L5084900",2,743,1.001,3
"L5084900",3,560,1.001,3
"L5084900",11,616,1.001,3
"L5084900",12,723,1.001,3
"L5084900",1,706,1.001,3
"L5084921",4,51,1.001,3
"L5084921",11,330,1.001,3
"L5084921",2,216,0.934333333333333,3
"L5084921",3,250,0.648058823529412,3
"L5084921",1,493,0.757756756756757,3
"L5084921",12,391,0.706882352941176,3
"L5085078",3,54,0.621689655172414,3
"L5085078",1,199,1.001,3
"L5085078",12,93,0.441,3
"L5085078",11,173,1.001,3
"L5085078",4,25,1.001,3
"L5085078",2,88,NA,3
"L5085184",3,306,3.43689743589744,3
"L5085184",12,260,3.55655555555556,3
"L5085184",4,75,1.001,3
"L5085184",2,262,3.93927160493827,3
"L5085184",11,145,NA,3
"L5085184",1,198,2.70522535211268,3
"L5085369",3,1618,0.901958466453674,1
"L5085369",2,1304,0.940716312056737,1
"L5085369",12,1191,1.001,1
"L5085369",1,1869,1.001,1
"L5085369",11,803,0.948058823529412,1
"L5085369",4,576,0.901662251655629,1
"L5085416",12,204,3.75590196078431,3
"L5085416",1,121,3.391625,3
"L5085416",2,130,3.281,3
"L5085416",3,239,3.426,3
"L5085416",4,117,4.001,3
"L5085416",11,198,4.34715384615385,3
"L5085433",12,13,1.001,3
"L5085433",1,29,0.001,3
"L5085433",11,31,0.001,3
"L5085457",3,44,0.741740740740741,3
"L5085457",11,76,0.786714285714286,3
"L5085457",2,107,0.873727272727273,3
"L5085457",1,134,0.874417721518987,3
"L5085457",12,185,1.48248148148148,3
"L5085482",11,45,0.778777777777778,3
"L5085482",12,16,1.001,3
"L5085482",1,13,1.001,3
"L5085488",2,1941,1.40368456375839,2
"L5085488",11,1081,2.24554148471616,2
"L5085488",12,1331,1.50784931506849,2
"L5085488",1,1682,1.14523076923077,2
"L5085488",3,2128,1.43407086614173,2
"L5085488",4,112,1.001,2
"L5085504",11,6,4.001,2
"L5085529",1,83,0.355838709677419,1
"L5085529",11,56,0.001,1
"L5085529",2,84,0.462538461538462,1
"L5085529",3,24,0.001,1
"L5085529",12,130,0.773727272727273,1
"L5085583",2,218,1.23176923076923,4
"L5085583",1,230,NA,4
"L5085583",4,48,1.001,4
"L5085583",11,140,1.33433333333333,4
"L5085583",3,195,1.001,4
"L5085583",12,177,1.33433333333333,4
"L5085594",1,80,1.41009090909091,3
"L5085594",12,57,0.770230769230769,3
"L5085594",2,101,1.001,3
"L5085594",3,15,1.001,3
"L5085594",11,10,4.001,3
"L5085622",11,174,1.001,1
"L5085648",11,241,0.693307692307692,3
"L5085648",12,103,0.658142857142857,3
"L5085648",1,41,1.001,3
"L5085648",2,93,1.001,3
"L5085655",1,268,0.739095238095238,2
"L5085655",11,280,0.680012345679012,2
"L5085655",3,273,0.685210526315789,2
"L5085655",4,133,0.87112987012987,2
"L5085655",2,217,0.876,2
"L5085655",12,337,0.676925925925926,2
"L5085664",3,37,0.001,3
"L5085664",1,144,0.001,3
"L5085664",2,43,0.001,3
"L5085664",12,88,0.001,3
"L5085664",11,42,0.376,3
"L5085675",12,19,1.001,1
"L5085675",11,43,0.616384615384615,1
"L5085708",4,269,4.001,2
"L5085708",11,140,1.45383018867925,2
"L5085708",12,603,3.51824137931035,2
"L5085708",3,626,4.001,2
"L5085708",1,419,NA,2
"L5085708",2,656,4.001,2
"L5085734",11,378,1.001,3
"L5085734",1,607,1.001,3
"L5085734",3,452,1.001,3
"L5085734",12,586,1.001,3
"L5085734",4,247,1.001,3
"L5085734",2,541,1.001,3
"L5085755",2,249,1.98230841121495,3
"L5085755",12,226,1.60814285714286,3
"L5085755",1,208,2.89385714285714,3
"L5085755",11,274,1.001,3
"L5085755",3,269,1.98375862068966,3
"L5085780",2,59,0.546454545454545,2
"L5085780",1,167,1.66766666666667,2
"L5085780",12,183,1.001,2
"L5085780",11,80,1.41479310344828,2
"L5085780",3,120,1.001,2
"L5085780",4,18,1.001,2
"L5085806",1,309,1.34277215189873,2
"L5085806",3,341,1.001,2
"L5085806",12,570,3.49450649350649,2
"L5085806",2,305,1.001,2
"L5085806",4,28,1.001,2
"L5085806",11,131,1.001,2
"L5085814",2,17,4.001,2
"L5085814",1,65,1.71528571428571,2
"L5085814",3,43,2.48248148148148,2
"L5085814",11,19,2.501,2
"L5085814",4,5,1.001,2
"L5085814",12,67,1.58923529411765,2
"L5085845",4,406,1.42703550295858,3
"L5085845",2,572,1.51236363636364,3
"L5085845",3,656,1.51515094339623,3
"L5085845",1,572,1.19201123595506,3
"L5085845",11,260,1.001,3
"L5085845",12,596,1.35895454545455,3
"L5085874",1,457,NA,3
"L5085874",4,62,1.001,3
"L5085874",12,362,0.805123711340206,3
"L5085874",2,344,1.001,3
"L5085874",11,215,0.90725,3
"L5085874",3,312,1.001,3
"L5085914",1,149,1.001,3
"L5085914",12,100,1.001,3
"L5085914",3,70,1.001,3
"L5085914",2,84,1.001,3
"L5085914",11,81,1.001,3
"L5085958",11,12,0.001,3
"L5085971",11,584,8.001,2
"L5085971",2,1175,8.001,2
"L5085971",3,814,8.001,2
"L5085971",12,1125,7.58515841584158,2
"L5085971",1,1081,6.91589361702128,2
"L5085971",4,319,8.001,2
"L5085978",11,392,0.001,3
"L5085978",12,1158,0.0574102564102564,3
"L5085978",1,861,0.447601941747573,3
"L5085978",3,906,0.310236947791165,3
"L5085978",4,33,0.001,3
"L5085978",2,1184,0.324843416370107,3
"L5085988",2,13,0.501,3
"L5085988",11,8,0.001,3
"L5085988",3,14,0.001,3
"L5085999",11,19,1.001,4
"L5085999",12,27,1.001,4
"L5086025",2,370,1.001,1
"L5086025",3,252,1.001,1
"L5086025",1,272,1.001,1
"L5086025",4,84,1.001,1
"L5086025",12,158,1.001,1
"L5086025",11,134,1.001,1
"L5086043",1,128,2.05982352941176,2
"L5086043",11,64,4.001,2
"L5086043",12,76,1.001,2
"L5086092",1,187,1.001,1
"L5086092",3,138,1.001,1
"L5086092",4,29,1.001,1
"L5086092",2,168,1.001,1
"L5086092",11,109,1.001,1
"L5086092",12,176,1.001,1
"L5086123",1,365,1.001,2
"L5086123",11,58,1.001,2
"L5086123",4,64,4.001,2
"L5086123",2,247,1.001,2
"L5086123",12,227,1.001,2
"L5086123",3,201,1.001,2
"L5086155",3,44,1.001,2
"L5086155",1,10,0.001,2
"L5086155",12,38,1.001,2
"L5086155",11,6,1.001,2
"L5086198",2,100,0.643857142857143,1
"L5086198",12,272,0.805347826086956,1
"L5086198",1,190,0.618021276595745,1
"L5086198",11,129,1.001,1
"L5086214",3,42,0.001,2
"L5086214",2,44,0.001,2
"L5086214",12,36,0.001,2
"L5086214",11,119,0.001,2
"L5086214",1,91,0.001,2
"L5086265",3,47,0.001,2
"L5086265",1,48,0.001,2
"L5086265",4,5,0.001,2
"L5086265",11,115,0.522739130434783,2
"L5086265",2,23,0.001,2
"L5086265",12,47,0.001,2
"L5086347",11,17,4.001,1
"L5086347",2,10,4.001,1
"L5086347",4,22,1.001,1
"L5086354",1,17,1.001,3
"L5086354",11,12,1.001,3
"L5086364",4,29,1.001,2
"L5086364",2,49,0.870565217391304,2
"L5086364",3,56,1.001,2
"L5086364",12,74,0.971588235294118,2
"L5086364",11,55,0.847153846153846,2
"L5086364",1,66,0.681,2
"L5086386",2,484,5.11528571428571,1
"L5086386",3,304,4.36463636363636,1
"L5086386",4,110,5.94039393939394,1
"L5086386",1,391,4.001,1
"L5086386",11,327,4.001,1
"L5086386",12,589,5.04645454545455,1
"L5086440",4,51,1.001,4
"L5086440",12,182,0.740130434782609,4
"L5086440",3,60,1.001,4
"L5086440",11,148,0.8135,4
"L5086440",2,182,1.001,4
"L5086440",1,198,1.46253846153846,4
"L5086524",11,21,1.001,2
"L5086524",4,11,1.001,2
"L5086524",1,44,1.001,2
"L5086524",3,17,1.001,2
"L5086524",2,29,1.001,2
"L5086524",12,18,1.001,2
"L5086548",3,49,1.001,3
"L5086548",2,48,1.001,3
"L5086548",11,44,1.001,3
"L5086548",1,35,4.001,3
"L5086548",12,42,4.001,3
"L5086548",4,52,1.001,3
"L5086601",12,40,0.001,2
"L5086601",1,58,1.001,2
"L5086601",11,53,0.667666666666667,2
"L5086601",2,77,0.773727272727273,2
"L5086601",4,25,1.001,2
"L5086601",3,48,1.001,2
"L5086632",12,393,0.919918918918919,4
"L5086632",11,207,1.001,4
"L5086632",1,355,0.86146511627907,4
"L5086632",4,24,1.001,4
"L5086632",2,209,1.001,4
"L5086632",3,72,0.556555555555555,4
"L5086756",11,16,1.001,3
"L5086785",1,109,1.001,2.5
"L5086785",11,108,1.001,2.5
"L5086785",12,155,1.001,2.5
"L5086823",11,390,1.001,2
"L5086826",11,36,1.001,2
"L5086826",2,127,2.91589361702128,2
"L5086826",12,82,1.001,2
"L5086826",1,36,1.001,2
"L5086826",3,112,1.001,2
"L5086849",12,100,0.001,3
"L5086849",1,74,0.001,3
"L5086849",3,16,0.001,3
"L5086849",11,66,0.334333333333333,3
"L5086849",2,53,0.001,3
"L5086878",11,42,1.001,3
"L5086878",12,63,1.001,3
"L5086893",11,49,0.455545454545454,3
"L5086893",2,111,2.32358064516129,3
"L5086893",12,103,0.864636363636364,3
"L5086893",1,53,0.612111111111111,3
"L5086893",3,54,1.001,3
"L5086924",12,114,0.001,1
"L5086924",11,36,1.001,1
"L5086941",3,710,1.001,1
"L5086941",4,321,1.001,1
"L5086941",11,485,0.930203539823009,1
"L5086941",2,809,0.946121951219512,1
"L5086941",12,748,1.001,1
"L5086941",1,652,1.001,1
"L5087178",12,39,4.001,1
"L5087178",11,39,2.66766666666667,1
"L5087185",11,47,1.001,3
"L5087263",12,151,1.001,2
"L5087263",1,252,1.001,2
"L5087263",2,93,0.715285714285714,2
"L5087263",4,7,1.001,2
"L5087263",11,129,1.001,2
"L5087263",3,194,0.868647058823529,2
"L5087313",1,20,1.001,3
"L5087313",11,68,0.424076923076923,3
"L5087313",12,102,0.621,3
"L5087351",2,88,1.001,1
"L5087351",3,92,1.001,1
"L5087351",11,50,1.001,1
"L5087351",4,116,1.001,1
"L5087351",12,72,1.001,1
"L5087351",1,129,1.001,1
"L5087395",12,173,1.03736363636364,2
"L5087395",3,107,0.789461538461538,2
"L5087395",2,146,0.902960784313725,2
"L5087395",4,19,0.501,2
"L5087395",1,76,0.734333333333333,2
"L5087395",11,75,0.751,2
"L5087461",1,144,1.001,2
"L5087461",3,44,1.001,2
"L5087461",2,124,1.001,2
"L5087461",12,151,1.001,2
"L5087461",11,62,1.001,2
"L5087491",1,965,0.795701986754967,1
"L5087491",12,627,0.957896551724138,1
"L5087491",4,497,0.570620253164557,1
"L5087491",11,208,0.868924528301887,1
"L5087491",3,903,0.91975,1
"L5087491",2,726,0.779688524590164,1
"L5087492",12,251,0.270230769230769,1
"L5087492",1,431,1.001,1
"L5087492",3,330,3.11727906976744,1
"L5087492",11,103,0.347153846153846,1
"L5087492",2,477,0.785615384615384,1
"L5087492",4,122,1.001,1
"L5087502",2,63,0.786714285714286,3
"L5087502",1,133,0.001,3
"L5087502",12,207,0.734333333333333,3
"L5087502",11,157,0.806555555555555,3
"L5087564",12,2,1.001,3
"L5087564",11,2,1.001,3
"L5087564",2,1,0.001,3
"L5087610",3,705,NA,2.125
"L5087610",12,485,NA,2.125
"L5087610",11,467,3.49364705882353,2.125
"L5087610",1,454,2.90534782608696,2.125
"L5087610",4,428,4.001,2.125
"L5087610",2,602,2.73476623376623,2.125
"L5087660",11,132,1.59116393442623,1.5
"L5087660",4,122,0.603941176470588,1.5
"L5087660",1,94,0.516151515151515,1.5
"L5087660",12,85,0.001,1.5
"L5087660",3,48,0.001,1.5
"L5087660",2,126,0.60477358490566,1.5
"L5087691",11,116,1.751,2
"L5087691",1,297,1.001,2
"L5087691",2,192,0.785313725490196,2
"L5087691",12,245,1.001,2
"L5087691",3,92,1.001,2
"L5087693",1,483,1.001,1
"L5087693",11,335,1.001,1
"L5087693",2,317,0.871588235294118,1
"L5087693",3,392,0.905411764705882,1
"L5087693",4,53,1.001,1
"L5087693",12,517,1.001,1
"L5087705",11,42,1.001,1
"L5087705",1,245,1.001,1
"L5087705",3,53,1.001,1
"L5087705",2,142,2.681,1
"L5087705",4,63,1.001,1
"L5087705",12,136,4.001,1
"L5087707",2,513,NA,3
"L5087707",4,62,1.001,3
"L5087707",11,276,1.59224087591241,3
"L5087707",12,492,1.43196234309623,3
"L5087707",3,588,1.199606271777,3
"L5087707",1,552,NA,3
"L5087820",11,85,4.001,2
"L5087876",1,76,0.651,3
"L5087876",12,12,1.001,3
"L5087876",2,35,0.527315789473684,3
"L5087876",11,25,1.001,3
"L5087910",11,272,1.33150847457627,3
"L5087910",2,61,1.001,3
"L5087910",1,21,1.001,3
"L5087910",12,248,1.001,3
"L5087921",12,32,1.001,4
"L5087921",11,23,1.001,4
"L5087944",3,638,0.437936936936937,3
"L5087944",2,547,0.615906832298137,3
"L5087944",4,404,0.538142857142857,3
"L5087944",12,583,0.291322580645161,3
"L5087944",11,317,0.816217391304348,3
"L5087944",1,1115,0.659119658119658,3
"L5087972",12,102,1.001,2
"L5087972",11,76,1.001,2
"L5087972",2,61,1.001,2
"L5087972",1,112,1.001,2
"L5087972",3,45,1.001,2
"L5087972",4,13,0.001,2
"L5087980",3,253,1.001,2
"L5087980",1,164,1.001,2
"L5087980",11,45,1.001,2
"L5087980",4,36,1.001,2
"L5087980",12,140,1.001,2
"L5087980",2,188,1.001,2
"L5088025",12,495,1.8790487804878,2
"L5088025",1,323,1.001,2
"L5088025",11,296,1.55655555555556,2
"L5088025",2,75,1.001,2
"L5088025",3,403,1.001,2
"L5088025",4,72,1.001,2
"L5088031",1,124,0.804921568627451,2
"L5088031",2,64,0.552724137931034,2
"L5088031",12,70,1.001,2
"L5088031",3,27,0.001,2
"L5088031",11,41,1.001,2
"L5088065",11,75,1.001,3
"L5088136",12,108,1.001,2
"L5088136",11,104,1.001,2
"L5088136",2,44,1.001,2
"L5088136",4,22,1.001,2
"L5088136",1,80,1.001,2
"L5088136",3,96,1.001,2
"L5088211",4,139,1.001,4
"L5088211",3,195,0.905109589041096,4
"L5088211",2,313,1.33433333333333,4
"L5088211",12,419,4.561,4
"L5088211",1,287,2.251,4
"L5088211",11,239,4.44385714285714,4
"L5088224",12,1572,2.13893103448276,1
"L5088224",1,2281,2.22078021978022,1
"L5088224",2,1356,1.8385,1
"L5088224",11,572,2.56703773584906,1
"L5088224",4,320,1.826,1
"L5088224",3,1381,1.98623985239852,1
"L5088227",12,972,0.680180887372014,1.66666666666667
"L5088227",11,562,0.930824561403509,1.66666666666667
"L5088227",2,804,0.771114942528736,1.66666666666667
"L5088227",4,162,1.001,1.66666666666667
"L5088227",1,1185,0.879698224852071,1.66666666666667
"L5088227",3,801,0.868158671586716,1.66666666666667
"L5088231",12,17,1.001,3
"L5088231",11,92,1.001,3
"L5088243",2,505,1.74196385542169,4
"L5088243",4,144,3.09028571428571,4
"L5088243",3,494,1.36165573770492,4
"L5088243",1,362,1.251,4
"L5088243",12,279,1.44959813084112,4
"L5088243",11,197,2.13433333333333,4
"L5088249",12,409,0.704296703296703,1
"L5088249",2,270,0.634802816901408,1
"L5088249",1,266,0.501,1
"L5088249",4,14,1.001,1
"L5088249",11,164,0.741740740740741,1
"L5088249",3,350,0.660574468085106,1
"L5088307",11,19,1.001,3
"L5088351",12,441,0.931232558139535,3
"L5088351",11,415,1.001,3
"L5088351",2,771,0.917666666666667,3
"L5088351",1,532,0.859156028368794,3
"L5088351",3,871,0.973972972972973,3
"L5088351",4,176,1.001,3
"L5088396",11,188,6.501,2
"L5088396",12,287,8.001,2
"L5088474",11,200,1.001,4
"L5088474",12,214,0.886245901639344,4
"L5088474",4,12,1.001,4
"L5088474",3,122,0.915285714285714,4
"L5088474",2,69,0.961,4
"L5088474",1,153,0.776,4
"L5088549",2,21,1.001,2
"L5088549",11,38,2.36463636363636,2
"L5088673",4,85,1.001,3
"L5088673",2,211,1.001,3
"L5088673",1,385,1.27372727272727,3
"L5088673",11,308,1.81581481481481,3
"L5088673",3,602,1.21839130434783,3
"L5088673",12,294,2.041,3
"L5088835",2,230,1.001,1
"L5088835",11,187,1.001,1
"L5088835",1,327,1.001,1
"L5088835",12,360,1.001,1
"L5088835",4,55,0.546454545454545,1
"L5088835",3,253,1.001,1
"L5088965",11,438,2.46380991735537,3
"L5088965",1,681,NA,3
"L5088965",12,702,3.43269398907104,3
"L5088965",3,606,2.43506593406593,3
"L5088965",4,97,1.001,3
"L5088965",2,815,2.48614851485149,3
"L5088972",11,19,0.001,1
"L5088985",3,217,0.648058823529412,3
"L5088985",12,205,1.001,3
"L5088985",2,108,0.629571428571428,3
"L5088985",11,74,1.001,3
"L5088985",1,31,1.001,3
"L5088985",4,37,1.001,3
"L5089000",2,509,1.001,1
"L5089000",11,195,0.615035087719298,1
"L5089000",3,321,1.001,1
"L5089000",12,312,NA,1
"L5089000",4,89,1.001,1
"L5089000",1,368,1.001,1
"L5089002",3,55,1.001,1
"L5089002",12,20,1.001,1
"L5089002",1,85,1.001,1
"L5089002",11,22,1.001,1
"L5089002",2,57,1.001,1
"L5089003",11,88,1.001,2
"L5089013",4,15,0.001,3
"L5089013",2,51,0.667666666666667,3
"L5089013",1,21,0.182818181818182,3
"L5089013",3,30,0.001,3
"L5089013",12,23,0.001,3
"L5089013",11,32,0.001,3
"L5089014",11,64,2.55272413793103,2
"L5089014",2,57,4.001,2
"L5089014",1,49,4.001,2
"L5089014",3,50,4.001,2
"L5089125",1,66,1.001,3
"L5089125",11,66,4.001,3
"L5089209",12,129,0.643857142857143,3
"L5089209",2,132,0.693307692307692,3
"L5089209",1,191,1.001,3
"L5089209",11,96,0.737842105263158,3
"L5089218",1,225,1.001,1
"L5089218",12,141,1.001,1
"L5089218",11,52,1.001,1
"L5089218",2,189,1.001,1
"L5089218",4,61,1.001,1
"L5089218",3,299,1.001,1
"L5089275",1,83,0.457521739130435,3
"L5089275",2,92,1.001,3
"L5089275",3,147,0.854333333333333,3
"L5089275",12,139,1.001,3
"L5089275",4,44,1.001,3
"L5089275",11,38,0.001,3
